,ra,dec,l,b,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,dust_correction,transf_pm_coeffA,transf_pm_coeffB
51709,108.14745286842708,-31.080947370873734,243.08715067081638,-9.50615449020094,9.618443978718332,0.0264928327602582,-18.357550483689025,0.04156783254218779,60.499509326971854,0.046100652024939084,0.08526096,-0.026374428,0.06866966,-1.766146518615222,0.512399618228829,8.791025,9.083841,8.378026,0.0035597439803755665,0.4388932394673866,-0.8985392169236818
55013,118.60894184004327,-7.387609701155367,226.88674937121814,10.42419799485139,9.574997683077163,0.04510271087096792,-44.35843116755553,0.07379750876172217,-61.856815884092605,0.05592918777794023,0.23000371,-0.03659901,-0.23897012,57.72758171667803,0.1766974635789216,8.827743,9.180424,8.352455,0.006514062080244119,0.4913700831116961,-0.8709508834732328
55568,121.75850788188666,-29.896862282312732,247.80717121437962,1.2964904941509678,9.422533912717157,0.14203932439443925,-36.0484003716128,0.2390247540627525,-25.45272050437945,0.22343567036360207,0.19644034,-0.091138,0.10240074,13.7862325181896,0.6137503935063625,8.834186,9.173519,8.364331,0.004737663163254338,0.539125874604057,-0.842225202266241
56315,141.33108594516457,-35.94008116616277,262.80547839855683,10.407411465984618,9.683851213043516,0.028733370877891008,41.320082818287595,0.03943222961527351,-45.00389740589182,0.04242758489047083,0.042047795,-0.08026628,0.2287841,40.34510159644414,0.21522063328499505,8.842383,9.121967,8.436183999999999,0.005808081453622591,0.7057694233881525,-0.7084416143976542
56417,113.10908568860914,-24.03462233708268,238.84153086870515,-2.354683617686663,9.857465399005255,0.034876872732402545,-0.08837030561746084,0.04832212150792204,3.5764835992788835,0.053237223018356164,0.37070018,-0.24135370000000003,-0.21653025,,,8.843525,9.117516499999999,8.448551,0.003875561841055696,0.4813550754910805,-0.8765256934619636
62705,124.11630073429701,-9.0437764143104,231.16295302071092,14.29872375945066,9.255099033094414,0.03582614731277412,-73.99141167275064,0.05675429932405701,12.294690584285267,0.04832628676354026,0.34052658,-0.03557404,-0.22770935,42.28933100409712,0.2583237493772286,8.911684,9.193958,8.506401,0.00650919397091718,0.517052158901916,-0.8559538918509968
64122,111.56226056781715,-49.42226871462348,261.1992056759193,-14.995028234977381,9.631912226163973,0.023339276973010185,23.316976805812747,0.04285847595806495,1.2923071677145959,0.04246520439173265,0.25632763,-0.26438057,0.07292417,6.126354510143948,0.498559131915538,8.926821,9.232831,8.503259,0.00480797078776233,0.412949358795606,-0.9107539882264024
64158,130.0855605120241,-10.960811477666617,236.1244737653131,18.242802037265673,9.117693189359073,0.03445460000138821,-36.22193248189615,0.05420506798250283,35.671811500846246,0.040101580223314975,0.22494014,0.12850364,-0.05966479,26.405998848764874,0.19804371145258212,8.927245,9.208889,8.523688,0.006068683237164103,0.5528723735579373,-0.8332659470759696
64350,103.60513731127949,-40.192742875624226,250.0905285779253,-16.584361170939086,9.031725531079761,0.024601904266691985,48.90561169741455,0.045168777193522164,62.12062417135407,0.04918808261197257,0.11461443,-0.11759698,0.1418892,66.74134444396972,0.4499678033483489,8.929310000000001,9.2488785,8.49376,0.003601158385078369,0.3712336581611785,-0.9285394827621868
64563,131.89859463925941,-28.371547498430985,251.69349908238826,9.406495867195416,9.742960304116199,0.06377557620452982,-34.84167063275707,0.0818227171998563,-27.02462005643377,0.07865056066267066,0.09941533,0.12535848,0.5025554,-11.614153074732055,0.3344770706189152,8.931352,9.256801,8.474739999999999,0.004663743117220436,0.6147632727279904,-0.7887116827490073
